group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
BinaryTree,,,,,1235494.0,ns,1
BinaryTree,,,,,2363961.0,ns,2
BinaryTree,,,,,3541371.0,ns,3
BinaryTree,,,,,4929881.0,ns,4
BinaryTree,,,,,6005202.0,ns,5
BinaryTree,,,,,7285928.0,ns,6
BinaryTree,,,,,8271201.0,ns,7
BinaryTree,,,,,10125117.0,ns,8
BinaryTree,,,,,11297528.0,ns,9
BinaryTree,,,,,12678630.0,ns,10
BinaryTree,,,,,13185311.0,ns,11
BinaryTree,,,,,14206338.0,ns,12
BinaryTree,,,,,15453825.0,ns,13
BinaryTree,,,,,17041510.0,ns,14
BinaryTree,,,,,18457145.0,ns,15
BinaryTree,,,,,19051278.0,ns,16
BinaryTree,,,,,20199568.0,ns,17
BinaryTree,,,,,21265772.0,ns,18
BinaryTree,,,,,22621786.0,ns,19
BinaryTree,,,,,23819060.0,ns,20
BinaryTree,,,,,24787048.0,ns,21
BinaryTree,,,,,26068507.0,ns,22
BinaryTree,,,,,27400776.0,ns,23
BinaryTree,,,,,28433137.0,ns,24
BinaryTree,,,,,29973675.0,ns,25
BinaryTree,,,,,31932262.0,ns,26
BinaryTree,,,,,32349466.0,ns,27
BinaryTree,,,,,33254890.0,ns,28
BinaryTree,,,,,34415005.0,ns,29
BinaryTree,,,,,35792879.0,ns,30
BinaryTree,,,,,36728195.0,ns,31
BinaryTree,,,,,38030967.0,ns,32
BinaryTree,,,,,40526055.0,ns,33
BinaryTree,,,,,40527605.0,ns,34
BinaryTree,,,,,41751668.0,ns,35
BinaryTree,,,,,42680666.0,ns,36
BinaryTree,,,,,43828963.0,ns,37
BinaryTree,,,,,45460979.0,ns,38
BinaryTree,,,,,47302628.0,ns,39
BinaryTree,,,,,47707448.0,ns,40
BinaryTree,,,,,48896035.0,ns,41
BinaryTree,,,,,49974041.0,ns,42
BinaryTree,,,,,51060678.0,ns,43
BinaryTree,,,,,53991341.0,ns,44
BinaryTree,,,,,53273276.0,ns,45
BinaryTree,,,,,54588396.0,ns,46
BinaryTree,,,,,55789741.0,ns,47
BinaryTree,,,,,58156846.0,ns,48
BinaryTree,,,,,58575991.0,ns,49
BinaryTree,,,,,59536200.0,ns,50
BinaryTree,,,,,60546130.0,ns,51
BinaryTree,,,,,62045521.0,ns,52
BinaryTree,,,,,63887290.0,ns,53
BinaryTree,,,,,64334118.0,ns,54
BinaryTree,,,,,65282983.0,ns,55
BinaryTree,,,,,67483466.0,ns,56
BinaryTree,,,,,68299958.0,ns,57
BinaryTree,,,,,69217681.0,ns,58
BinaryTree,,,,,70236223.0,ns,59
BinaryTree,,,,,71630529.0,ns,60
BinaryTree,,,,,72355250.0,ns,61
BinaryTree,,,,,73546451.0,ns,62
BinaryTree,,,,,75793833.0,ns,63
BinaryTree,,,,,76478594.0,ns,64
BinaryTree,,,,,77186634.0,ns,65
BinaryTree,,,,,78422608.0,ns,66
BinaryTree,,,,,81804077.0,ns,67
BinaryTree,,,,,80784208.0,ns,68
BinaryTree,,,,,82122146.0,ns,69
BinaryTree,,,,,84228183.0,ns,70
BinaryTree,,,,,95317101.0,ns,71
BinaryTree,,,,,86093944.0,ns,72
BinaryTree,,,,,86681974.0,ns,73
BinaryTree,,,,,87821118.0,ns,74
BinaryTree,,,,,91598452.0,ns,75
BinaryTree,,,,,96937035.0,ns,76
BinaryTree,,,,,91851936.0,ns,77
BinaryTree,,,,,93623569.0,ns,78
BinaryTree,,,,,93966787.0,ns,79
BinaryTree,,,,,95377711.0,ns,80
BinaryTree,,,,,97584148.0,ns,81
BinaryTree,,,,,98066741.0,ns,82
BinaryTree,,,,,98759060.0,ns,83
BinaryTree,,,,,99567322.0,ns,84
BinaryTree,,,,,100821079.0,ns,85
BinaryTree,,,,,103912758.0,ns,86
BinaryTree,,,,,103723983.0,ns,87
BinaryTree,,,,,105949966.0,ns,88
BinaryTree,,,,,106159388.0,ns,89
BinaryTree,,,,,108008762.0,ns,90
BinaryTree,,,,,109113032.0,ns,91
BinaryTree,,,,,109385270.0,ns,92
BinaryTree,,,,,110845969.0,ns,93
BinaryTree,,,,,111582929.0,ns,94
BinaryTree,,,,,115050348.0,ns,95
BinaryTree,,,,,114235954.0,ns,96
BinaryTree,,,,,138607636.0,ns,97
BinaryTree,,,,,116587624.0,ns,98
BinaryTree,,,,,119255129.0,ns,99
BinaryTree,,,,,119156284.0,ns,100
