group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
RBTree,,,,,1067590.0,ns,16
RBTree,,,,,2050558.0,ns,32
RBTree,,,,,3005241.0,ns,48
RBTree,,,,,3983950.0,ns,64
RBTree,,,,,4917807.0,ns,80
RBTree,,,,,5860892.0,ns,96
RBTree,,,,,6839166.0,ns,112
RBTree,,,,,8044740.0,ns,128
RBTree,,,,,8749782.0,ns,144
RBTree,,,,,10739113.0,ns,160
RBTree,,,,,10941473.0,ns,176
RBTree,,,,,12011506.0,ns,192
RBTree,,,,,12745576.0,ns,208
RBTree,,,,,13782049.0,ns,224
RBTree,,,,,14751302.0,ns,240
RBTree,,,,,15644387.0,ns,256
RBTree,,,,,16630043.0,ns,272
RBTree,,,,,17762437.0,ns,288
RBTree,,,,,18681400.0,ns,304
RBTree,,,,,19868773.0,ns,320
RBTree,,,,,20859790.0,ns,336
RBTree,,,,,22207348.0,ns,352
RBTree,,,,,22567238.0,ns,368
RBTree,,,,,23880947.0,ns,384
RBTree,,,,,24903015.0,ns,400
RBTree,,,,,25152216.0,ns,416
RBTree,,,,,26372999.0,ns,432
RBTree,,,,,27303070.0,ns,448
RBTree,,,,,28549614.0,ns,464
RBTree,,,,,29560631.0,ns,480
RBTree,,,,,31144356.0,ns,496
RBTree,,,,,31627912.0,ns,512
RBTree,,,,,32393822.0,ns,528
RBTree,,,,,33093477.0,ns,544
RBTree,,,,,34099084.0,ns,560
RBTree,,,,,35206655.0,ns,576
RBTree,,,,,36726556.0,ns,592
RBTree,,,,,37328166.0,ns,608
RBTree,,,,,38002456.0,ns,624
RBTree,,,,,39360070.0,ns,640
RBTree,,,,,40156169.0,ns,656
RBTree,,,,,40644193.0,ns,672
RBTree,,,,,41873105.0,ns,688
RBTree,,,,,44104783.0,ns,704
RBTree,,,,,44411406.0,ns,720
RBTree,,,,,45055013.0,ns,736
RBTree,,,,,46419666.0,ns,752
RBTree,,,,,47178746.0,ns,768
RBTree,,,,,47695206.0,ns,784
RBTree,,,,,49776427.0,ns,800
RBTree,,,,,50604326.0,ns,816
RBTree,,,,,51153691.0,ns,832
RBTree,,,,,51996164.0,ns,848
RBTree,,,,,53201321.0,ns,864
RBTree,,,,,55066663.0,ns,880
RBTree,,,,,56208502.0,ns,896
RBTree,,,,,55537345.0,ns,912
RBTree,,,,,56612943.0,ns,928
RBTree,,,,,57578762.0,ns,944
RBTree,,,,,58827922.0,ns,960
RBTree,,,,,59263837.0,ns,976
RBTree,,,,,60761545.0,ns,992
RBTree,,,,,63310410.0,ns,1008
RBTree,,,,,63236670.0,ns,1024
RBTree,,,,,63851663.0,ns,1040
RBTree,,,,,64903425.0,ns,1056
RBTree,,,,,66852595.0,ns,1072
RBTree,,,,,67209995.0,ns,1088
RBTree,,,,,67323739.0,ns,1104
RBTree,,,,,68450526.0,ns,1120
RBTree,,,,,70957464.0,ns,1136
RBTree,,,,,71291292.0,ns,1152
RBTree,,,,,71427162.0,ns,1168
RBTree,,,,,72988579.0,ns,1184
RBTree,,,,,73649514.0,ns,1200
RBTree,,,,,74493677.0,ns,1216
RBTree,,,,,75256857.0,ns,1232
RBTree,,,,,78390025.0,ns,1248
RBTree,,,,,77864502.0,ns,1264
RBTree,,,,,78349684.0,ns,1280
RBTree,,,,,80548510.0,ns,1296
RBTree,,,,,80867555.0,ns,1312
RBTree,,,,,81059077.0,ns,1328
RBTree,,,,,83544911.0,ns,1344
RBTree,,,,,86384798.0,ns,1360
RBTree,,,,,85523051.0,ns,1376
RBTree,,,,,85105172.0,ns,1392
RBTree,,,,,86509498.0,ns,1408
RBTree,,,,,87213264.0,ns,1424
RBTree,,,,,90239583.0,ns,1440
RBTree,,,,,89803738.0,ns,1456
RBTree,,,,,90309733.0,ns,1472
RBTree,,,,,92187689.0,ns,1488
RBTree,,,,,91724617.0,ns,1504
RBTree,,,,,94242262.0,ns,1520
RBTree,,,,,93496237.0,ns,1536
RBTree,,,,,95551221.0,ns,1552
RBTree,,,,,99075496.0,ns,1568
RBTree,,,,,96579685.0,ns,1584
RBTree,,,,,98855524.0,ns,1600
