group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
AVLTree,,,,,3070599.0,ns,1
AVLTree,,,,,5786373.0,ns,2
AVLTree,,,,,8779904.0,ns,3
AVLTree,,,,,11767567.0,ns,4
AVLTree,,,,,15409127.0,ns,5
AVLTree,,,,,18491484.0,ns,6
AVLTree,,,,,20606501.0,ns,7
AVLTree,,,,,23026045.0,ns,8
AVLTree,,,,,25995985.0,ns,9
AVLTree,,,,,28908657.0,ns,10
AVLTree,,,,,31700785.0,ns,11
AVLTree,,,,,34547420.0,ns,12
AVLTree,,,,,37573111.0,ns,13
AVLTree,,,,,40064868.0,ns,14
AVLTree,,,,,43263407.0,ns,15
AVLTree,,,,,46138896.0,ns,16
AVLTree,,,,,48884362.0,ns,17
AVLTree,,,,,52895453.0,ns,18
AVLTree,,,,,55227337.0,ns,19
AVLTree,,,,,57681050.0,ns,20
AVLTree,,,,,60590457.0,ns,21
AVLTree,,,,,63973364.0,ns,22
AVLTree,,,,,66679018.0,ns,23
AVLTree,,,,,69315691.0,ns,24
AVLTree,,,,,71969145.0,ns,25
AVLTree,,,,,75603262.0,ns,26
AVLTree,,,,,78231168.0,ns,27
AVLTree,,,,,80871123.0,ns,28
AVLTree,,,,,83460192.0,ns,29
AVLTree,,,,,86138930.0,ns,30
AVLTree,,,,,89250175.0,ns,31
AVLTree,,,,,93038137.0,ns,32
AVLTree,,,,,95095944.0,ns,33
AVLTree,,,,,97862188.0,ns,34
AVLTree,,,,,102098338.0,ns,35
AVLTree,,,,,103648730.0,ns,36
AVLTree,,,,,107584886.0,ns,37
AVLTree,,,,,109532661.0,ns,38
AVLTree,,,,,112936918.0,ns,39
AVLTree,,,,,114836986.0,ns,40
AVLTree,,,,,118694988.0,ns,41
AVLTree,,,,,121493695.0,ns,42
AVLTree,,,,,124539158.0,ns,43
AVLTree,,,,,127305204.0,ns,44
AVLTree,,,,,130564500.0,ns,45
AVLTree,,,,,133005974.0,ns,46
AVLTree,,,,,135581753.0,ns,47
AVLTree,,,,,138073708.0,ns,48
AVLTree,,,,,144319601.0,ns,49
AVLTree,,,,,143853373.0,ns,50
AVLTree,,,,,147828603.0,ns,51
AVLTree,,,,,149909830.0,ns,52
AVLTree,,,,,153576221.0,ns,53
AVLTree,,,,,155431259.0,ns,54
AVLTree,,,,,158054350.0,ns,55
AVLTree,,,,,166518982.0,ns,56
AVLTree,,,,,171494460.0,ns,57
AVLTree,,,,,167132024.0,ns,58
AVLTree,,,,,171508673.0,ns,59
AVLTree,,,,,185195904.0,ns,60
AVLTree,,,,,178929680.0,ns,61
AVLTree,,,,,179676526.0,ns,62
AVLTree,,,,,182623651.0,ns,63
AVLTree,,,,,185588099.0,ns,64
AVLTree,,,,,187694577.0,ns,65
AVLTree,,,,,189578521.0,ns,66
AVLTree,,,,,195204063.0,ns,67
AVLTree,,,,,196645638.0,ns,68
AVLTree,,,,,201521716.0,ns,69
AVLTree,,,,,201670358.0,ns,70
AVLTree,,,,,204318208.0,ns,71
AVLTree,,,,,208481591.0,ns,72
AVLTree,,,,,211496612.0,ns,73
AVLTree,,,,,214759291.0,ns,74
AVLTree,,,,,216218526.0,ns,75
AVLTree,,,,,219809792.0,ns,76
AVLTree,,,,,222177599.0,ns,77
AVLTree,,,,,225786014.0,ns,78
AVLTree,,,,,228875053.0,ns,79
AVLTree,,,,,230515416.0,ns,80
AVLTree,,,,,234274350.0,ns,81
AVLTree,,,,,237456282.0,ns,82
AVLTree,,,,,240318444.0,ns,83
AVLTree,,,,,241665373.0,ns,84
AVLTree,,,,,247783699.0,ns,85
AVLTree,,,,,248979445.0,ns,86
AVLTree,,,,,252164045.0,ns,87
AVLTree,,,,,253278540.0,ns,88
AVLTree,,,,,260829955.0,ns,89
AVLTree,,,,,261051021.0,ns,90
AVLTree,,,,,264030383.0,ns,91
AVLTree,,,,,264853359.0,ns,92
AVLTree,,,,,269884313.0,ns,93
AVLTree,,,,,272330853.0,ns,94
AVLTree,,,,,274994688.0,ns,95
AVLTree,,,,,277048732.0,ns,96
AVLTree,,,,,291903866.0,ns,97
AVLTree,,,,,289919858.0,ns,98
AVLTree,,,,,285382818.0,ns,99
AVLTree,,,,,289285269.0,ns,100
